Cyberincidentnum,Dyadpair,StateA,StateB,Name,interactionstartdate,method,targettype,initiator,target,cyber_objective,information_operation,objective_achievement,Concession,damage type,severity,Cyber_escalation,Ddeny/reject-,Dthreat/demand-,Diplo_Negative,Dnegotiate+,Dagreement+,Diplo_Positive,Ereduce-,Ethreat-,Eemb/sanc-,Econ_Negative,Ecoop+,Eease+,Eaid+,Econ_Positive,Mthreat-,Mdisplay-,Musage-,Mil_Negative,Mpromise+,Mcoop+,Mconfid+,Mil_Positive,Conv_descalation,Conv_escalation,
277,630666,Iran,Israel,Shahid Rajaee port hack,09.05.20,4,2,666,630,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,
277,630666,Iran,Israel,Charming Christmas,01.07.20,3,2,630,666,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
278,630666,Iran,Israel,Charming Christmas,01.07.20,3,2,630,666,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
278,630666,Iran,Israel,,02.07.20,0,0,666,630,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0.1,1,0,0,0,0,0,3,
279,630670,Iran,Saudi Arabia,Shamoon,15.08.12,4,2,630,670,4,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
279,630670,Iran,Saudi Arabia,No Cyber,08.10.14,0,0,670,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
280,630670,Iran,Saudi Arabia,RasGas Attack,20.08.12,4,2,630,670,4,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
280,630670,Iran,Saudi Arabia,No Cyber,10.10.14,0,0,670,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
281,630670,Iran,Saudi Arabia,Rocket Kitten_C,05.05.14,3,2,630,670,3,0,1,0,2,3,0,0,5,1,17,18,2,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,2,2,
281,630670,Iran,Saudi Arabia,No Cyber,06.10.16,0,0,670,630,0,0,0,0,0,0,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,3,0,0.1,2,0,0,0,0,2,4,
282,630670,Iran,Saudi Arabia,Iranian multiple espionage,01.07.14,3,2,630,670,2,0,0,0,2,3,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
282,630670,Iran,Saudi Arabia,No Cyber,05.07.15,0,0,670,630,0,0,0,0,0,0,0,6,0,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,1,2,
283,630670,Iran,Saudi Arabia,Saffron Rose SA,01.04.15,3,2,630,670,2,1,1,0,1,4,0,6,5,2,0,18,1,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,1,3,
283,630670,Iran,Saudi Arabia,No Cyber,31.12.16,0,0,670,630,0,0,0,0,0,0,0,6,0,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,1,2,
284,630670,Iran,Saudi Arabia,OilRig F,01.12.15,3,1,630,670,3,0,1,0,2,3,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,1,2,2,
284,630670,Iran,Saudi Arabia,No Cyber,07.09.07,0,0,670,630,0,0,0,0,0,0,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
285,630670,Iran,Saudi Arabia,Shamoon 2.0,27.11.16,4,2,630,670,4,0,1,0,1,5,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
285,630670,Iran,Saudi Arabia,No Cyber,02.09.11,0,0,670,630,0,0,0,0,0,0,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
286,630670,Iran,Saudi Arabia,Tasnee Attack,01.01.17,4,1,630,670,4,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,1,
286,630670,Iran,Saudi Arabia,,02.01.17,0,0,670,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
287,630670,Iran,Saudi Arabia,Iran-SA Shipping and Telecom,01.01.18,3,2,630,670,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
287,630670,Iran,Saudi Arabia,,02.01.18,0,0,670,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
288,630670,Iran,Saudi Arabia,Shamoon 3.0-Saipem,01.11.18,4,2,630,670,4,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
288,630670,Iran,Saudi Arabia,,02.11.18,0,0,670,630,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
289,630670,Iran,Saudi Arabia,Cybercon Deadwood attack,01.06.19,3,1,630,670,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,1,
289,630670,Iran,Saudi Arabia,,02.06.19,0,0,670,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0.1,1,0,0,0,0,0,2,
290,630670,Iran,Saudi Arabia,Dustman Wipr Attack,29.12.19,4,2,630,670,4,0,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,1,
290,630670,Iran,Saudi Arabia,,30.12.19,0,0,670,630,0,0,0,0,0,0,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,1,3,
291,630692,Iran,Bahrain,Bahrian Electricity and Water Authority,25.07.19,3,1,630,692,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
291,630692,Iran,Bahrain,,26.07.19,0,0,692,630,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
292,630692,Iran,Bahrain,Bahrian Ministry of Interior/National Security Agency,05.08.19,3,3,630,692,2,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
292,630692,Iran,Bahrain,,06.08.19,0,0,692,630,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
293,630692,Iran,Bahrain,Bapco wiper,29.12.19,4,1,630,692,1,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
293,630692,Iran,Bahrain,,30.12.19,0,0,692,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
294,640645,Turkey,Iraq,Turkish DNS Attack-Iraq,01.12.18,4,3,640,645,3,0,1,0,2,4,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0.1,2,0,0,0,0,0,3,
294,640645,Turkey,Iraq,,02.12.18,0,0,645,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
295,640652,Turkey,Syria,Loggerhead DNS Attack-Syria,01.12.18,4,3,640,652,3,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.8,0.1,3,0,0,0,0,0,3,
295,640652,Turkey,Syria,,02.12.18,0,0,652,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
296,652666,Syria,Israel,Operation Orchard 9/6/20079/7/2007,06.09.07,3,3,666,652,3,0,1,1,4,4,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
296,652666,Syria,Israel,No Cyber,02.03.01,0,0,652,666,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,3,
297,660666,Lebanon,Israel,Gauss,01.09.11,4,1,666,660,3,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0.1,2,0,0,0,0,0,2,
297,660666,Lebanon,Israel,No Cyber,18.11.01,0,0,660,666,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0.1,2,0,0,0,0,0,3,
298,700770,Afghanistan,Pakistan,Stealth Mango,01.04.18,3,2,770,700,3,0,1,0,2,3,0,0,0,0,17,18,2,0,0,0,0,0,0,0,,3,0,0.1,2,0,0,0,0,2,2,
298,700770,Afghanistan,Pakistan,,02.04.18,0,0,700,770,0,0,0,0,0,0,0,0,0,0,17,18,2,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,2,1,
299,710713,China,Taiwan,DPP hack,01.03.01,3,2,710,713,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
299,710713,China,Taiwan,No Cyber,02.09.07,0,0,713,710,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
300,710713,China,Taiwan,Prosecutor hack,17.11.01,3,2,710,713,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300,710713,China,Taiwan,No Cyber,02.10.08,0,0,713,710,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
301,710713,China,Taiwan,GhostNet_B,27.05.07,3,2,710,713,2,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
301,710713,China,Taiwan,No Cyber,03.09.11,0,0,713,710,0,0,0,0,0,0,0,6,0,1,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,
302,710713,China,Taiwan,Shady RAT_B,01.09.07,3,2,710,713,2,0,1,0,1,4,0,6,5,2,17,0,1,0,0,0,0,16.4,0,0,1,3,2.8,0.1,3,0,0,0,0,2,5,
302,710713,China,Taiwan,No Cyber,02.10.13,0,0,713,710,0,0,0,0,0,0,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
303,710713,China,Taiwan,Hikit_B,01.09.08,3,2,710,713,2,0,1,0,2,4,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,3,0,0.1,2,0,0,0,0,2,4,
303,710713,China,Taiwan,No Cyber,02.02.01,0,0,713,710,0,0,0,0,0,0,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
304,710713,China,Taiwan,TooHash,01.09.13,3,2,713,710,2,0,1,0,2,3,0,0,0,0,17,18,2,0,0,0,0,16.4,0,0,1,0,0,0,0,0,0,0,0,3,0,
304,710713,China,Taiwan,No Cyber,03.10.08,0,0,710,713,0,0,0,0,0,0,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
305,710713,China,Taiwan,Election hack,04.08.15,3,2,710,713,1,0,1,0,1,2,0,6,0,1,17,18,2,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,2,2,
305,710713,China,Taiwan,No Cyber,02.02.05,0,0,713,710,0,0,0,0,0,0,0,6,5,2,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
306,710713,China,Taiwan,Lotus Blossom_A,01.10.15,3,1,710,713,2,1,1,0,1,2,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,3,2.8,0.1,3,15.2,0,0,1,3,5,
306,710713,China,Taiwan,No Cyber,03.10.11,0,0,713,710,0,0,0,0,0,0,0,6,0,1,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,
307,710713,China,Taiwan,Sensitive Info Scrape A,26.11.15,3,2,710,713,3,0,1,0,1,3,0,6,0,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
307,710713,China,Taiwan,,27.11.15,0,0,713,710,0,0,0,0,0,0,0,6,0,1,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,
308,710713,China,Taiwan,EPS Awakens-Taiwan,26.11.15,3,2,710,713,2,1,1,0,1,3,0,6,0,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
308,710713,China,Taiwan,,27.11.15,0,0,713,710,0,0,0,0,0,0,0,6,0,1,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,
309,710713,China,Taiwan,Operation Soft Cell,01.09.16,3,1,710,713,2,0,1,0,1,3,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
309,710713,China,Taiwan,,02.09.16,0,0,713,710,0,0,0,0,0,0,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
310,710713,China,Taiwan,Q4 Work Plan-Taiwan,01.05.18,3,3,710,713,3,0,1,0,2,4,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,1,0,0,0,0,0,3,
310,710713,China,Taiwan,,02.05.18,0,0,713,710,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,0,0,16.4,0,0,1,0,0,0,0,0,0,0,0,1,2,
311,710713,China,Taiwan,Petrochemical Malware Atack,04.05.20,4,2,710,713,1,0,1,0,1,2,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2.8,0,2,0,0,0,0,0,3,
311,710713,China,Taiwan,,05.05.20,0,0,713,710,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
312,710732,China,S Korea,BlockBuster Sequel China-South Korea,01.04.17,3,3,731,710,3,0,1,0,2,3,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
312,710732,China,S Korea,,02.04.17,0,0,710,731,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,2,1,0,0,0,0,0,2.8,0,1,0,0,0,0,0,3,
313,710740,China,Japan,Htran_B,01.01.01,4,3,710,740,2,0,1,0,1,3,0,0,0,0,0,18,1,0,0,0,0,16.4,0,0,1,0,0,0,0,0,0,0,0,2,0,
313,710740,China,Japan,No Cyber,02.12.11,0,0,740,710,0,0,0,0,0,0,0,0,0,0,0,18,1,0,4.2,0,1,0,0,17.4,1,0,0,0,0,0,0,0,0,2,1,
314,710740,China,Japan,WWII Memorial,06.01.05,2,2,710,740,4,1,0,0,1,2,0,6,5,2,0,18,1,0,0,0,0,16.4,0,0,1,0,0,0,0,0,0,18.3,1,3,2,
314,710740,China,Japan,No Cyber,02.10.12,0,0,740,710,0,0,0,0,0,0,0,6,5,2,17,18,2,0,0,0,0,0,0,17.4,1,3,0,0.1,2,0,0,0,0,3,4,
315,710740,China,Japan,Hikit_C,01.09.08,3,2,710,740,2,0,1,0,2,4,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
315,710740,China,Japan,No Cyber,02.10.14,0,0,740,710,0,0,0,0,0,0,0,6,0,1,17,18,2,0,0,0,0,0,0,17.4,1,0,0,0,0,0,0,18.3,1,4,1,
316,710740,China,Japan,Icefog hack,01.09.11,3,2,710,740,2,0,0,0,2,3,0,6,0,1,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,
316,710740,China,Japan,No Cyber,03.07.07,0,0,740,710,0,0,0,0,0,0,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
317,710740,China,Japan,Parliament Hack,25.10.11,3,2,710,740,2,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
317,710740,China,Japan,No Cyber,02.08.07,0,0,740,710,0,0,0,0,0,0,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
318,710740,China,Japan,Senkaku Island Dispute,14.09.12,2,2,710,740,4,1,0,0,1,2,0,6,5,2,17,18,2,0,0,0,0,0,0,17.4,1,0,0,0.1,1,0,0,0,0,3,3,
318,710740,China,Japan,No Cyber,02.02.10,0,0,740,710,0,0,0,0,0,0,0,6,5,2,17,18,2,4.4,0,0,1,0,0,0,0,0,0,0.1,1,0,0,0,0,2,4,
319,710740,China,Japan,Blue Termite,11.08.14,3,2,710,740,1,0,1,0,2,3,0,6,0,1,17,18,2,0,0,0,0,0,0,17.4,1,0,2.8,0.1,2,0,0,0,0,3,3,
319,710740,China,Japan,No Cyber,02.05.10,0,0,740,710,0,0,0,0,0,0,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,2,3,
320,710740,China,Japan,Sensitive Info Scrape B,26.11.15,3,1,710,740,3,0,1,0,1,3,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,2,3,
320,710740,China,Japan,No Cyber,02.03.12,0,0,740,710,0,0,0,0,0,0,0,0,5,1,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
321,710740,China,Japan,EPS Awakens-Japan,26.11.15,3,1,710,740,3,0,1,0,2,3,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,2,3,
321,710740,China,Japan,No Cyber,02.03.12,0,0,740,710,0,0,0,0,0,0,0,0,5,1,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
322,710740,China,Japan,Operation Chessmaster,01.01.17,3,1,710,740,3,0,1,0,2,4,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,1,0,0,0,0,0,2,
322,710740,China,Japan,,02.01.17,0,0,740,710,0,0,0,0,0,0,0,0,5,1,0,18,1,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,1,2,
323,710740,China,Japan,Japan-NK Intelligence hack,01.09.17,3,3,710,740,2,0,1,0,2,3,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
323,710740,China,Japan,,02.09.17,0,0,740,710,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
324,710740,China,Japan,Cicada-private,01.10.19,4,1,710,740,3,0,1,0,2,4,0,0,5,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
324,710740,China,Japan,,02.10.19,0,0,740,710,0,0,0,0,0,0,0,0,5,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,1,2,
325,710740,China,Japan,Cicada-govt,01.10.19,4,2,710,740,3,0,1,1,2,4,0,0,5,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
325,710740,China,Japan,,02.10.19,0,0,740,710,0,0,0,0,0,0,0,0,5,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,1,2,
326,710750,China,India,GhostNet_C,27.05.07,3,2,710,750,2,0,1,0,2,3,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
326,710750,China,India,No Cyber,02.03.16,0,0,750,710,0,0,0,0,0,0,0,6,0,1,17,18,2,0,0,0,0,0,0,0,0,0,2.8,0,1,0,7.4,0,1,3,2,
327,710750,China,India,Shady RAT_C,01.07.07,3,2,710,750,2,0,1,0,2,3,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
327,710750,China,India,No Cyber,02.04.07,0,0,750,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
328,710750,China,India,Territory attack_A,17.02.09,3,2,710,750,3,0,1,0,2,3,0,0,5,1,17,18,2,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,2,2,
328,710750,China,India,No Cyber,02.08.11,0,0,750,710,0,0,0,0,0,0,0,0,5,1,17,18,2,0,0,0,0,16.4,0,0,1,0,0,0,0,0,0,0,0,3,1,
329,710750,China,India,Prime Minister's office hacked and info stolen,15.12.09,3,2,710,750,2,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
329,710750,China,India,No Cyber,03.04.09,0,0,750,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
330,710750,China,India,Indian MoD hack,02.04.10,4,3,710,750,2,0,1,0,1,3,0,6,0,1,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,18.3,2,4,1,
330,710750,China,India,No Cyber,02.05.12,0,0,750,710,0,0,0,0,0,0,0,0,0,0,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,
331,710750,China,India,Mofang,04.02.12,3,1,710,750,3,0,1,0,2,3,0,0,0,0,17,18,2,0,0,0,0,16.4,0,0,1,0,0,0,0,0,0,0,0,3,0,
331,710750,China,India,No Cyber,20.02.09,0,0,750,710,0,0,0,0,0,0,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,2.8,0,1,0,0,0,0,2,3,
332,710750,China,India,Nidiran,01.04.14,3,3,710,750,3,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
332,710750,China,India,,02.04.14,0,0,750,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
333,710750,China,India,Suckfly,02.02.16,3,3,710,750,3,0,0,0,2,3,0,6,0,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,0,1,2,1,
333,710750,China,India,No Cyber,23.10.15,0,0,750,710,0,0,0,0,0,0,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,2.8,0,1,0,0,0,0,2,3,
334,710750,China,India,Operation Sidecopy_A,01.01.19,3,1,710,750,2,0,0,0,1,4,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
334,710750,China,India,,02.01.19,0,0,750,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
335,710750,China,India,India Banking System Attack Attempt,16.06.20,2,1,710,750,1,0,1,0,1,2,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,2.8,0.1,2,0,0,0,0,1,4,
335,710750,China,India,,17.06.20,0,0,750,710,0,0,0,0,0,0,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,2.8,0.1,2,0,0,0,0,1,4,
336,710750,China,India,Q4 Work Plan-India,02.07.20,3,3,710,750,3,0,1,0,2,4,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,2.8,0.1,2,0,0,0,0,1,4,
336,710750,China,India,,03.07.20,0,0,750,710,0,0,0,0,0,0,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,2.8,0.1,2,0,0,0,0,1,4,
337,710816,China,Vietnam,Shady RAT_D,01.03.07,3,2,710,816,2,0,1,0,2,3,0,0,0,0,17,0,1,0,0,0,0,16.4,0,0,1,0,0,0,0,0,0,0,0,2,0,
337,710816,China,Vietnam,No Cyber,02.09.16,0,0,816,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
338,710816,China,Vietnam,Territory attack_B,17.02.09,3,2,710,816,3,0,1,0,2,3,0,0,5,1,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,1,3,1,
338,710816,China,Vietnam,No Cyber,07.03.07,0,0,816,710,0,0,0,0,0,0,0,0,5,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
339,710816,China,Vietnam,Spratly Island dispute,03.06.11,4,2,710,816,1,1,1,0,1,3,0,0,5,1,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,1,3,1,
339,710816,China,Vietnam,No Cyber,03.08.09,0,0,816,710,0,0,0,0,0,0,0,0,5,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
340,710816,China,Vietnam,Ocean Lotus/APT 32,01.04.12,4,2,816,710,4,0,1,0,4,4,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
340,710816,China,Vietnam,No Cyber,10.01.11,0,0,710,816,0,0,0,0,0,0,0,6,5,2,17,18,2,0,0,0,0,0,0,17.4,1,0,0,0.1,1,0,0,0,0,3,3,
341,710816,China,Vietnam,South China Sea #1,01.09.13,3,2,710,816,2,0,1,0,1,3,0,0,5,1,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,1,3,1,
341,710816,China,Vietnam,No Cyber,03.08.09,0,0,816,710,0,0,0,0,0,0,0,0,5,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
342,710816,China,Vietnam,Lotus Blossom_B,01.10.15,3,1,710,816,2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
342,710816,China,Vietnam,,02.10.15,0,0,816,710,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
343,710816,China,Vietnam,South China Sea #2,01.08.18,3,2,710,816,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
343,710816,China,Vietnam,,02.08.18,0,0,816,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
344,710816,China,Vietnam,Vietnam target Chinese Gov't Covid Response,06.01.20,3,2,816,816,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
344,710816,China,Vietnam,Q4 Work Plan-Vietnam,01.03.20,3,3,710,816,3,0,1,0,2,4,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
345,710816,China,Vietnam,Q4 Work Plan-Vietnam,01.03.20,3,3,710,816,3,0,1,0,2,4,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
345,710816,China,Vietnam,,02.03.20,0,0,816,710,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
